Date,Stock Price,Company
2024-08-19 00:00:00-04:00,688.5300293,NFLX
2024-08-20 00:00:00-04:00,698.539978,NFLX
2024-08-21 00:00:00-04:00,697.1199951,NFLX
2024-08-22 00:00:00-04:00,688.960022,NFLX
2024-08-23 00:00:00-04:00,686.7299805,NFLX
2024-08-26 00:00:00-04:00,688.4400024,NFLX
2024-08-27 00:00:00-04:00,695.7199707,NFLX
2024-08-28 00:00:00-04:00,683.8400269,NFLX
2024-08-29 00:00:00-04:00,692.4799805,NFLX
2024-08-30 00:00:00-04:00,701.3499756,NFLX
2024-09-03 00:00:00-04:00,675.3200073,NFLX
2024-09-04 00:00:00-04:00,679.6799927,NFLX
2024-09-05 00:00:00-04:00,683.6199951,NFLX
2024-09-06 00:00:00-04:00,665.7700195,NFLX
2024-09-09 00:00:00-04:00,675.4199829,NFLX
2024-09-10 00:00:00-04:00,673.6199951,NFLX
2024-09-11 00:00:00-04:00,681.4699707,NFLX
2024-09-12 00:00:00-04:00,686.7999878,NFLX
2024-09-13 00:00:00-04:00,697.0599976,NFLX
2024-09-16 00:00:00-04:00,696.5,NFLX
2024-09-17 00:00:00-04:00,706.9099731,NFLX
2024-09-18 00:00:00-04:00,690.4699707,NFLX
2024-09-19 00:00:00-04:00,704.3200073,NFLX
2024-09-20 00:00:00-04:00,701.0300293,NFLX
2024-09-23 00:00:00-04:00,705.3699951,NFLX
2024-09-24 00:00:00-04:00,722.2600098,NFLX
2024-09-25 00:00:00-04:00,721.5599976,NFLX
2024-09-26 00:00:00-04:00,711.4299927,NFLX
2024-09-27 00:00:00-04:00,707.3499756,NFLX
2024-09-30 00:00:00-04:00,709.2700195,NFLX
2024-10-01 00:00:00-04:00,706.1300049,NFLX
2024-10-02 00:00:00-04:00,711.0900269,NFLX
2024-10-03 00:00:00-04:00,706.7999878,NFLX
2024-10-04 00:00:00-04:00,719.7000122,NFLX
2024-10-07 00:00:00-04:00,701.9199829,NFLX
2024-10-08 00:00:00-04:00,721.7600098,NFLX
2024-10-09 00:00:00-04:00,727.4299927,NFLX
2024-10-10 00:00:00-04:00,730.289978,NFLX
2024-10-11 00:00:00-04:00,722.789978,NFLX
2024-10-14 00:00:00-04:00,713,NFLX
2024-10-15 00:00:00-04:00,705.9799805,NFLX
2024-10-16 00:00:00-04:00,702,NFLX
2024-10-17 00:00:00-04:00,687.6500244,NFLX
2024-10-18 00:00:00-04:00,763.8900146,NFLX
2024-10-21 00:00:00-04:00,772.0700073,NFLX
2024-10-22 00:00:00-04:00,764.2399902,NFLX
2024-10-23 00:00:00-04:00,749.289978,NFLX
2024-10-24 00:00:00-04:00,754.5499878,NFLX
2024-10-25 00:00:00-04:00,754.6799927,NFLX
2024-10-28 00:00:00-04:00,749.1199951,NFLX
2024-10-29 00:00:00-04:00,759.4400024,NFLX
2024-10-30 00:00:00-04:00,753.7399902,NFLX
2024-10-31 00:00:00-04:00,756.0300293,NFLX
2024-11-01 00:00:00-04:00,756.0999756,NFLX
2024-11-04 00:00:00-05:00,755.5100098,NFLX
2024-11-05 00:00:00-05:00,763.9099731,NFLX
2024-11-06 00:00:00-05:00,780.210022,NFLX
2024-11-07 00:00:00-05:00,796.539978,NFLX
2024-11-08 00:00:00-05:00,795.039978,NFLX
2024-11-11 00:00:00-05:00,805.4400024,NFLX
2024-11-12 00:00:00-05:00,819.5,NFLX
2024-11-13 00:00:00-05:00,830.4699707,NFLX
2024-11-14 00:00:00-05:00,837.2600098,NFLX
2024-11-15 00:00:00-05:00,823.960022,NFLX
2024-11-18 00:00:00-05:00,847.0499878,NFLX
2024-11-19 00:00:00-05:00,871.3200073,NFLX
